,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,TrumpRemarks_test9,1,9.30632901192,"applaus, get, know, got, want, job, say, happen, realli, audienc, nice, tell, send, ford, nobodi",0.042846975089,0.0148042704626,1.0,0.0,0.311688311688,0.040404040404,0.845598845599,0.0351601423488,0.0153736654804,0.0444128113879,0.0281850533808,0.00797153024911,0.000711743772242,0.0227758007117,0.696526612538,0.696289286399
1,TrumpRemarks_test16,1,6.84125709534,"will, job, tonight, clinton, hillari, terror, want, enforc, oppon, violenc, happen, illeg, fail, obama, trillion",0.0371301489074,0.0259137497583,1.0,0.0,0.384848484848,0.115151515152,0.754545454545,0.0365499903307,0.00734867530458,0.0266872945272,0.0143105782247,0.00290079288339,0.00618835815123,0.0104428543802,0.671892981001,0.63411487587
2,TrumpRemarks_test8,1,4.75316214561,"clinton, hillari, job, apolog, get, will, africanamerican, insid, terror, sanctuari, promis, put, opportun, voic, fail",0.0277949351452,0.0308832612724,0.0,1.0,0.465,0.12,0.845,0.0315009264978,0.00988264360716,0.0281037677579,0.0108091414453,0.00185299567634,0.00555898702903,0.0101914762199,0.672685628144,0.621758426008
3,TrumpRemarks_test15,1,3.56196904182,"clinton, hillari, job, will, fbi, africanamerican, safe, haiti, email, ask, donor, phone, fail, confidenti, refuge",0.035046728972,0.0224299065421,1.0,0.0,0.530434782609,0.0695652173913,0.808695652174,0.0336448598131,0.00373831775701,0.011214953271,0.0088785046729,0.000467289719626,0.0158878504673,0.00794392523364,0.685382781791,0.649679431277
4,TrumpRemarks_test7,1,4.79388999939,"clinton, hillari, job, want, worker, radic, rig, isi, will, know, regim, whi, chanc, email, libya",0.0231264637002,0.0251756440281,0.0,1.0,0.458333333333,0.104166666667,0.755208333333,0.0292740046838,0.00263466042155,0.0149297423888,0.00731850117096,0.00263466042155,0.0225409836066,0.00878220140515,0.683703788832,0.585202574644
5,TrumpRemarks_test14,1,4.2633728981,"job, hillari, clinton, africanamerican, polic, milwauke, crime, insid, let, safe, hurt, vote, want, get, talk",0.0271554650373,0.0353021045485,0.0,1.0,0.297297297297,0.102702702703,0.740540540541,0.0247793618466,0.0122199592668,0.0234215885947,0.0125594025798,0.000339443312967,0.00644942294637,0.0115410726409,0.672867875461,0.62691696545
6,TrumpRemarks_test6,1,5.19412493706,"will, must, obama, radic, job, dollar, isi, spend, friend, again, look, polici, prosper, get, disast",0.0292628024761,0.0227912211593,1.0,0.0,0.545454545455,0.0909090909091,0.827272727273,0.0562746201463,0.00337647720878,0.0104108047271,0.0112549240293,0.00253235790658,0.000562746201463,0.0101294316263,0.705751881872,0.620852158787
7,TrumpRemarks_test13,1,3.06607103348,"thank, jackson, want, job, realli, bishop, get, know, better, hope, amaz, nice, pastor, lift, detroit",0.0590318772137,0.0118063754427,1.0,0.0,0.352201257862,0.0440251572327,0.704402515723,0.0324675324675,0.0218417945691,0.0419126328217,0.0047225501771,0.00354191263282,0.00177095631641,0.0177095631641,0.696232133858,0.527440529994
8,TrumpRemarks_test5,1,5.87221193314,"indiana, applaus, happen, got, want, mike, penc, job, get, know, budget, realli, thank, hillari, clinton",0.0350354934738,0.0160293107396,1.0,0.0,0.283464566929,0.0446194225722,0.737532808399,0.0235859858026,0.0153423402794,0.0345775131669,0.0151133501259,0.0144263796657,0.0068697046027,0.0208381039615,0.687455572214,0.648200934947
9,TrumpRemarks_test12,1,3.66629886627,"clinton, hillari, want, percent, crime, will, email, scandal, let, obama, safe, enforc, poverti, enterpris, africanamerican",0.020556745182,0.0286937901499,0.0,1.0,0.392857142857,0.0416666666667,0.684523809524,0.0295503211991,0.00599571734475,0.00856531049251,0.00642398286938,0.0,0.0158458244111,0.00899357601713,0.661104577111,0.653578546958
